AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,Breed,Color,age_months,Pure
A679739,Sassafrass,2014-06-01 14:16:00,Adoption,,Dog,Spayed Female,boxer/pit bull,Brown Brindle/White,10.0,No
A679217,,2014-05-17 08:00:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Blue Tabby/White,3.0,No
A714491,Chula,2015-10-24 12:50:00,Return_to_owner,,Dog,Spayed Female,chihuahua shorthair mix,Tan,120.0,No
A673258,Ares,2014-02-25 18:43:00,Adoption,,Dog,Spayed Female,pit bull mix,Tan/White,4.0,No
A675901,Bucky,2014-04-11 12:50:00,Transfer,Partner,Dog,Neutered Male,dachshund wirehair mix,Brown,36.0,No
A698858,Zoe,2015-07-24 09:40:00,Euthanasia,Aggressive,Dog,Spayed Female,labrador retriever/pit bull,White/Tan,36.0,No
A689185,Nala,2014-10-22 17:22:00,Adoption,Foster,Dog,Spayed Female,golden retriever mix,Brown,1.0,No
A601869,Otto,2013-11-14 12:04:00,Return_to_owner,,Cat,Neutered Male,domestic shorthair mix,Black,24.0,No
A710275,Sawyer,2015-08-24 19:27:00,Adoption,,Dog,Neutered Male,dachshund wirehair/miniature poodle,Brown,2.0,No
A708214,Zoey,2015-07-28 13:10:00,Adoption,,Dog,Spayed Female,jack russell terrier/boston terrier,White/Black Brindle,12.0,No
A691326,Spot,2014-11-21 13:17:00,Transfer,Partner,Dog,Neutered Male,australian cattle dog mix,Tricolor,3.0,No
A662912,Cosmo,2013-10-20 12:21:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Chocolate,2.0,No
A667415,Phoebe,2013-11-19 14:28:00,Return_to_owner,,Dog,Spayed Female,maltese/miniature poodle,White,60.0,No
A661418,Delilah,2014-02-22 17:19:00,Adoption,,Dog,Spayed Female,pit bull mix,Black/White,24.0,No
A696296,Chadwick,2015-03-29 18:14:00,Adoption,,Dog,Neutered Male,labrador retriever mix,White/Brown Brindle,24.0,No
A691908,Olive,2014-12-24 07:42:00,Adoption,Foster,Cat,Spayed Female,domestic shorthair mix,Torbie,2.0,No
A694847,,2015-01-20 14:42:00,Transfer,Partner,Dog,Intact Female,border collie mix,Black/White,0.5,No
A691752,,2014-11-08 18:04:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Blue,0.75,No
A709798,,2015-08-14 13:21:00,Transfer,Partner,Dog,Intact Male,australian kelpie mix,Black,1.0,No
A645676,Match,2015-09-10 14:44:00,Return_to_owner,,Dog,Neutered Male,treeing walker coonhound mix,Tricolor,36.0,No
A674171,Nighthawk,2014-04-11 16:01:00,Transfer,Partner,Cat,Spayed Female,domestic shorthair mix,Tortie,8.0,No
A681873,,2014-06-22 09:00:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Black,12.0,No
A685066,,2014-08-05 17:13:00,Adoption,,Cat,Spayed Female,domestic longhair mix,Black/White,2.0,No
A714055,Jorge Mcfly,2015-11-22 18:08:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Black/White,12.0,No
A680765,Dino,2014-06-07 16:51:00,Return_to_owner,,Dog,Neutered Male,labrador retriever mix,Black,120.0,No
A718329,Snuflupagus,2016-01-01 15:42:00,Transfer,Partner,Dog,Intact Male,norfolk terrier mix,White/Black,12.0,No
A696606,Finn,2015-08-13 16:38:00,Adoption,,Dog,Neutered Male,labrador retriever mix,White/Tan,24.0,No
A707021,,2015-07-06 18:58:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Black/White,0.16666666666666666,No
A671338,Jude,2014-02-19 15:56:00,Transfer,Partner,Dog,Neutered Male,pointer/catahoula,White/Brown Brindle,24.0,No
A687852,Gavin,2014-09-13 12:28:00,Return_to_owner,,Cat,Neutered Male,domestic shorthair mix,Blue,6.0,No
A716347,,2015-11-18 17:56:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Black,0.5,No
A670515,George,2014-01-09 14:41:00,Return_to_owner,,Cat,Neutered Male,domestic medium hair mix,White/Brown Tabby,24.0,No
A694894,,2015-01-08 12:37:00,Return_to_owner,,Dog,Intact Male,pit bull mix,Brown Brindle/White,0.5,No
A711461,Autumn,2015-12-24 13:11:00,Adoption,,Dog,Spayed Female,black mouth cur mix,Fawn/White,84.0,No
A697203,Alejandro,2015-02-20 09:00:00,Transfer,SCRP,Cat,Intact Male,siamese mix,Seal Point,12.0,No
A716057,,2015-11-13 15:27:00,Transfer,Partner,Cat,Intact Female,siamese mix,Orange Tabby,0.75,No
A663595,Abby,2013-10-19 16:48:00,Adoption,,Cat,Intact Female,domestic shorthair mix,Black,3.0,No
A673985,Bully,2015-04-12 18:00:00,Return_to_owner,,Dog,Neutered Male,staffordshire mix,Black/White,72.0,No
A690791,Rose,2014-10-30 15:46:00,Transfer,Partner,Cat,Intact Female,domestic medium hair mix,Brown Tabby,1.0,No
A668947,,2013-12-12 18:14:00,Transfer,Partner,Dog,Intact Female,chihuahua shorthair mix,Brown/White,24.0,No
A711831,Hansel,2015-09-17 09:28:00,Transfer,Partner,Dog,Intact Male,german shepherd mix,Sable,1.0,No
A669368,,2014-02-27 14:10:00,Adoption,Foster,Dog,Neutered Male,border collie mix,Black/White,3.0,No
A685597,,2014-08-13 17:34:00,Adoption,,Dog,Neutered Male,jack russell terrier mix,Tricolor,2.0,No
A687175,Carla,2014-11-11 13:16:00,Adoption,,Dog,Spayed Female,labrador retriever,Black/White,48.0,Yes
A698538,Chico,2015-04-06 16:54:00,Adoption,,Dog,Neutered Male,pit bull/cardigan welsh corgi,Brown,12.0,No
A678483,,2014-05-14 18:50:00,Transfer,Partner,Dog,Spayed Female,labrador retriever mix,Black,36.0,No
A688053,,2014-09-14 09:00:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Brown Tabby,4.0,No
A690130,Chuchi,2015-02-05 12:55:00,Adoption,Foster,Dog,Neutered Male,chihuahua shorthair mix,Black/Brown,24.0,No
A708639,Cooper,2015-08-04 16:36:00,Return_to_owner,,Dog,Neutered Male,miniature schnauzer,Gray,144.0,Yes
A681507,Grizzly,2014-10-31 17:20:00,Return_to_owner,,Dog,Neutered Male,chihuahua longhair,Blue/White,60.0,Yes
A667657,Rye,2013-12-01 13:10:00,Adoption,,Dog,Neutered Male,mastiff mix,Brown Brindle/White,84.0,No
A678403,,2014-05-08 19:22:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Tortie,0.5,No
A675013,Sami,2014-03-27 11:57:00,Adoption,,Dog,Spayed Female,newfoundland mix,Black,2.0,No
A711893,Frenchy,2015-09-17 13:57:00,Transfer,Partner,Dog,Spayed Female,labrador retriever mix,Tan,5.0,No
A706944,Little Bit,2015-08-23 18:45:00,Adoption,,Cat,Neutered Male,siamese mix,Seal Point,24.0,No
A705457,,2015-06-21 19:46:00,Return_to_owner,,Cat,Spayed Female,domestic shorthair mix,Blue,4.0,No
A684130,Nemesis,2014-07-26 13:23:00,Return_to_owner,,Dog,Neutered Male,american staffordshire terrier mix,Black/White,48.0,No
A666259,Bobo,2013-11-23 16:42:00,Adoption,,Dog,Spayed Female,miniature pinscher mix,Black/Tan,132.0,No
A719925,Teacup,2016-02-14 14:11:00,Adoption,,Dog,Spayed Female,labrador retriever mix,Brown,12.0,No
A680770,,2014-06-07 17:16:00,Transfer,Partner,Dog,Unknown,dachshund mix,Tan,0.06666666666666667,No
A694963,Sheba,2015-01-29 15:03:00,Return_to_owner,,Dog,Spayed Female,pit bull mix,Blue/White,36.0,No
A659844,Moonlight,2013-10-24 13:11:00,Adoption,Foster,Cat,Neutered Male,domestic shorthair mix,Black,3.0,No
A690798,Spot,2014-10-26 12:51:00,Euthanasia,Suffering,Dog,Intact Male,pit bull mix,White/Blue,1.0,No
A702966,Baxter,2015-05-22 14:17:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Brown Tabby,0.75,No
A718936,Barbarella,2016-01-16 13:35:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Tortie,6.0,No
A694678,,2015-01-03 09:00:00,Transfer,SCRP,Cat,Unknown,domestic shorthair mix,Black/White,12.0,No
A683452,Carrie,2014-07-17 15:39:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Brown Tabby,1.0,No
A677083,Sammy,2014-05-05 12:57:00,Adoption,,Cat,Neutered Male,domestic medium hair,Cream Tabby,2.0,Yes
A697028,Jackson,2015-06-04 18:07:00,Transfer,Partner,Dog,Neutered Male,chihuahua shorthair mix,White/Brown,12.0,No
A688284,Wade,2014-09-20 12:25:00,Return_to_owner,,Dog,Neutered Male,pit bull mix,Brown Brindle/White,36.0,No
A712994,Sweetie,2015-10-03 17:20:00,Return_to_owner,,Dog,Spayed Female,chihuahua longhair,Red/White,12.0,Yes
A691105,Dozer,2014-11-14 18:07:00,Transfer,Partner,Dog,Neutered Male,boxer mix,Brown Brindle/Black,10.0,No
A713622,Kiki,2015-12-01 14:44:00,Euthanasia,Aggressive,Dog,Spayed Female,pit bull mix,Red/White,24.0,No
A614817,Noori,2014-08-05 11:06:00,Return_to_owner,,Dog,Spayed Female,german shepherd/border collie,Red/Black,108.0,No
A662918,Snoopy,2013-12-16 17:01:00,Adoption,,Dog,Neutered Male,chihuahua shorthair mix,Tricolor,7.0,No
A699014,,2015-03-21 11:17:00,Euthanasia,Suffering,Cat,Unknown,domestic shorthair mix,Brown Tabby,0.0,No
A703288,Tyson,2015-06-03 17:58:00,Return_to_owner,,Dog,Neutered Male,labrador retriever mix,Black,9.0,No
A665566,,2013-10-24 15:40:00,Transfer,Partner,Dog,Neutered Male,chihuahua shorthair mix,Tan,12.0,No
A649271,Bandito,2015-04-05 16:04:00,Adoption,,Dog,Neutered Male,chihuahua shorthair mix,Black/Brown,36.0,No
A682865,Marshall,2014-07-04 15:40:00,Return_to_owner,,Dog,Neutered Male,german shepherd mix,Black/White,12.0,No
A679489,Fideo,2014-05-26 18:44:00,Adoption,,Dog,Neutered Male,chihuahua shorthair mix,Chocolate/White,12.0,No
A684596,Silvy,2016-02-20 17:12:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Black,36.0,No
A664559,Duke,2013-10-25 16:00:00,Adoption,,Dog,Intact Male,australian shepherd/rhod ridgeback,Black/Red,12.0,No
A678272,,2014-07-13 18:34:00,Adoption,Foster,Cat,Neutered Male,domestic shorthair mix,Black,2.0,No
A672193,Hickory,2014-06-09 13:46:00,Euthanasia,Medical,Cat,Neutered Male,domestic shorthair mix,Brown Tabby,4.0,No
A669930,Austin,2014-01-25 18:08:00,Adoption,Foster,Dog,Neutered Male,cardigan welsh corgi mix,Brown/White,24.0,No
A666166,Elroy,2013-11-22 18:28:00,Euthanasia,Aggressive,Dog,Intact Male,boxer mix,Brown,24.0,No
A684644,,2014-07-27 09:00:00,Transfer,SCRP,Cat,Unknown,domestic shorthair mix,Orange Tabby,12.0,No
A692955,Maria,2015-01-24 11:27:00,Adoption,Foster,Cat,Spayed Female,domestic shorthair mix,Black/White,2.0,No
A679264,,2014-05-18 15:36:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Torbie,0.75,No
A705774,,2015-06-22 09:00:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,White/Brown Tabby,12.0,No
A699549,,2015-03-29 14:59:00,Euthanasia,Suffering,Dog,Intact Male,chihuahua shorthair/dachshund,White/Black,36.0,No
A711400,Jasmine,2015-09-07 18:33:00,Return_to_owner,,Dog,Spayed Female,siberian husky mix,Red/White,12.0,No
A704681,Baxter,2015-06-15 18:42:00,Return_to_owner,,Dog,Neutered Male,boxer mix,Brown Brindle/White,24.0,No
A667558,Cindy,2013-11-23 11:06:00,Transfer,Partner,Dog,Spayed Female,cardigan welsh corgi mix,Blue Merle,84.0,No
A686907,,2014-08-28 18:34:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Blue Tabby,0.03333333333333333,No
A708884,,2015-08-01 17:59:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Brown Tabby/White,0.75,No
A681226,Chico,2014-12-21 13:32:00,Return_to_owner,,Dog,Neutered Male,chihuahua shorthair mix,Brown/White,36.0,No
A713852,Peach,2015-10-18 00:00:00,Adoption,,Cat,Intact Female,domestic shorthair mix,Orange Tabby/White,2.0,No
A704178,Sophie,2015-06-10 18:13:00,Adoption,,Dog,Spayed Female,chow chow/pit bull,Tan/White,2.0,No
A307592,Arthur,2014-06-14 15:15:00,Adoption,,Cat,Neutered Male,domestic longhair mix,Orange Tabby/White,144.0,No
A664078,Rocky,2013-10-04 17:22:00,Adoption,,Dog,Neutered Male,pointer mix,Black/White,10.0,No
A679840,,2014-06-01 17:58:00,Adoption,,Dog,Spayed Female,chihuahua shorthair/cardigan welsh corgi,Tan/White,2.0,No
A526237,Hunny,2013-11-16 15:42:00,Return_to_owner,,Dog,Spayed Female,australian kelpie/pit bull,Brown/White,72.0,No
A682283,Lizzy,2014-07-12 15:01:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Tortie,2.0,No
A667607,,2013-11-26 15:29:00,Transfer,SCRP,Cat,Intact Male,domestic shorthair mix,Brown Tabby/White,24.0,No
A704756,Molly,2015-07-02 10:23:00,Transfer,Partner,Dog,Spayed Female,labrador retriever mix,Brown,8.0,No
A677620,Jude,2014-05-13 17:20:00,Adoption,,Dog,Neutered Male,border collie mix,White/Black Brindle,1.0,No
A691573,Pelusa,2014-11-21 17:07:00,Transfer,Partner,Dog,Spayed Female,german shepherd mix,Tan/Black,12.0,No
A673655,Whiskey,2015-07-18 15:24:00,Adoption,,Dog,Neutered Male,dachshund/chihuahua shorthair,Chocolate/White,24.0,No
A704929,Graciela,2015-08-07 15:07:00,Adoption,Foster,Cat,Spayed Female,domestic medium hair mix,Blue Tabby,2.0,No
A687417,Chico,2014-09-08 17:28:00,Adoption,,Dog,Neutered Male,chihuahua shorthair/miniature pinscher,Tan/Black,6.0,No
A667332,,2013-11-18 15:36:00,Transfer,SCRP,Cat,Unknown,domestic shorthair mix,Brown Tabby,24.0,No
A702501,Phat Phat,2015-05-18 18:44:00,Return_to_owner,,Dog,Spayed Female,pit bull/boxer,Tan/White,24.0,No
A677447,Marley,2014-06-19 12:49:00,Adoption,,Dog,Neutered Male,chow chow/basset hound,Brown,36.0,No
A676159,Kelly,2014-04-11 14:18:00,Transfer,Partner,Dog,Intact Female,great pyrenees,White,12.0,Yes
A716175,,2015-11-22 11:05:00,Adoption,,Dog,Spayed Female,miniature pinscher mix,Brown/Black,24.0,No
A679198,Venus,2014-05-21 15:21:00,Transfer,Partner,Dog,Intact Female,chihuahua shorthair mix,Tan,36.0,No
A687057,,2014-08-31 09:00:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Calico,5.0,No
A453933,West,2014-05-30 11:56:00,Return_to_owner,,Dog,Neutered Male,labrador retriever mix,Cream,132.0,No
A710002,,2015-08-15 18:06:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Blue Tabby,0.75,No
A701810,,2015-05-05 11:45:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Gray Tabby,0.5,No
A682460,Scout,2014-07-03 12:10:00,Adoption,,Dog,Spayed Female,bruss griffon/yorkshire terrier,Tricolor,24.0,No
A674337,Momba,2014-04-02 11:29:00,Transfer,Partner,Cat,Spayed Female,domestic shorthair mix,Black,24.0,No
A694157,Finn,2015-01-25 15:26:00,Adoption,Foster,Cat,Neutered Male,domestic medium hair mix,Blue/White,2.0,No
A688106,,2014-09-21 18:04:00,Adoption,,Cat,Spayed Female,domestic shorthair,Black,2.0,Yes
A694655,Smokey,2015-01-03 17:10:00,Return_to_owner,,Dog,Neutered Male,pit bull mix,Blue/White,24.0,No
A680916,Zaza Zula,2014-06-17 18:19:00,Adoption,,Dog,Spayed Female,great pyrenees mix,White,36.0,No
A718052,Racco,2015-12-23 17:21:00,Return_to_owner,,Dog,Neutered Male,american bulldog mix,Brown Brindle/White,5.0,No
A689085,Sosa,2014-10-09 15:24:00,Transfer,Partner,Dog,Neutered Male,american bulldog/labrador retriever,White/Blue,12.0,No
A669931,Zeke,2014-01-13 12:32:00,Adoption,,Dog,Neutered Male,australian shepherd mix,Black/Brown,72.0,No
A717515,Coco,2015-12-10 18:04:00,Return_to_owner,,Dog,Spayed Female,pekingese/jack russell terrier,Tan/White,24.0,No
A662264,Captain,2013-12-28 12:05:00,Adoption,,Dog,Neutered Male,pit bull mix,Black Brindle/White,24.0,No
A677256,Huckleberry,2014-04-22 14:23:00,Return_to_owner,,Dog,Neutered Male,weimaraner mix,Gray,36.0,No
A704401,Jenny Lind,2015-07-04 10:29:00,Transfer,Partner,Cat,Spayed Female,domestic shorthair mix,Calico,2.0,No
A686526,,2014-08-23 13:00:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Brown Tabby,0.13333333333333333,No
A713180,Theodore,2015-10-07 12:41:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Black/White,12.0,No
A693966,,2014-12-27 11:09:00,Return_to_owner,,Dog,Intact Female,pit bull mix,Blue/White,0.5,No
A669910,,2014-02-10 17:17:00,Transfer,Partner,Dog,Intact Male,pit bull mix,White/Brown Brindle,1.0,No
A712788,Tito,2015-11-13 13:07:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Brown Tabby,2.0,No
A714686,Olivia,2015-10-31 13:47:00,Transfer,Partner,Dog,Spayed Female,miniature poodle mix,White,36.0,No
A708596,Freya,2015-08-02 18:58:00,Adoption,,Dog,Spayed Female,chihuahua shorthair mix,White/Brown,24.0,No
A700491,,2015-04-18 13:18:00,Transfer,Partner,Cat,Neutered Male,domestic longhair mix,Black/White,180.0,No
A683295,Lulu Belle,2014-08-19 09:54:00,Adoption,Foster,Cat,Spayed Female,siamese mix,Lynx Point,2.0,No
A687075,Cooper,2014-09-03 19:37:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Blue Tabby,2.0,No
A695991,,2015-02-08 12:00:00,Adoption,,Dog,Spayed Female,chihuahua shorthair mix,Brown,12.0,No
A676868,Pinkie Pie,2014-05-23 16:43:00,Adoption,,Cat,Spayed Female,domestic medium hair mix,Calico,2.0,No
A719227,,2016-01-18 15:10:00,Transfer,Partner,Dog,Intact Male,labrador retriever mix,Black/White,3.0,No
A666586,,2013-11-05 16:18:00,Transfer,SCRP,Cat,Unknown,domestic shorthair mix,Orange Tabby,12.0,No
A692265,,2014-11-17 18:50:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Black,1.0,No
A680321,,2014-06-05 17:25:00,Transfer,Partner,Dog,Neutered Male,boston terrier mix,Black/White,12.0,No
A708092,,2015-07-23 08:15:00,Euthanasia,Suffering,Cat,Intact Female,domestic shorthair mix,Black,12.0,No
A674949,Bey,2014-03-23 17:00:00,Transfer,Partner,Dog,Spayed Female,jack russell terrier mix,White/Brown,3.0,No
A712357,,2015-09-23 09:00:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Calico,5.0,No
A696995,Gunner,2015-03-12 12:47:00,Transfer,Partner,Dog,Neutered Male,cardigan welsh corgi mix,Blue Merle,144.0,No
A681039,,2014-06-11 17:11:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Black,0.5,No
A697186,,2015-02-20 09:00:00,Transfer,SCRP,Cat,Intact Male,domestic shorthair mix,Orange Tabby/White,12.0,No
A631184,Ferdinand,2014-11-23 12:58:00,Return_to_owner,,Dog,Neutered Male,pit bull mix,Black/White,96.0,No
A688678,Charlene,2014-09-28 11:33:00,Adoption,,Dog,Spayed Female,pit bull mix,Black/White,24.0,No
A679237,,2014-05-21 12:41:00,Transfer,Partner,Dog,Intact Male,chihuahua shorthair mix,Chocolate/Tan,4.0,No
A690565,,2014-10-22 17:40:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Orange Tabby/White,0.75,No
A681821,Henrietta,2014-07-08 14:53:00,Transfer,Partner,Cat,Intact Female,domestic medium hair mix,Brown Tabby/White,12.0,No
A711484,,2015-09-08 09:00:00,Transfer,SCRP,Cat,Intact Female,domestic longhair mix,Blue Tabby,24.0,No
A685408,Buddy,2014-08-23 17:57:00,Adoption,,Dog,Neutered Male,dachshund mix,Red/White,12.0,No
A664729,,2013-10-13 17:10:00,Transfer,Partner,Dog,Neutered Male,boston terrier mix,Black/White,60.0,No
A670653,,2014-09-03 18:59:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Brown Tabby/White,10.0,No
A712999,Max,2015-10-10 17:30:00,Return_to_owner,,Dog,Neutered Male,german shepherd mix,Sable/Brown,72.0,No
A662603,Tucker,2013-11-26 14:06:00,Euthanasia,Behavior,Dog,Neutered Male,labrador retriever mix,Black,24.0,No
A692505,Chiky,2014-11-25 14:14:00,Transfer,Partner,Cat,Spayed Female,domestic shorthair mix,Black/White,84.0,No
A689063,,2014-09-29 13:08:00,Transfer,Partner,Dog,Intact Female,flat coat retriever/pit bull,Blue/White,1.0,No
A710186,Heidi,2015-08-29 17:10:00,Adoption,,Dog,Spayed Female,staffordshire mix,Blue/White,36.0,No
A704953,Zafira,2016-01-19 13:46:00,Return_to_owner,,Dog,Spayed Female,pit bull mix,Chocolate/White,48.0,No
A696174,Clancy,2015-12-16 10:40:00,Adoption,Foster,Cat,Neutered Male,domestic shorthair,Brown Tabby,12.0,Yes
A666615,Jay Jay,2014-06-06 15:08:00,Adoption,,Dog,Neutered Male,chihuahua shorthair mix,Tan/White,72.0,No
A699706,Mitch,2015-04-19 17:49:00,Transfer,Partner,Dog,Neutered Male,pit bull mix,Tan/White,48.0,No
A671603,Ted,2014-02-01 19:05:00,Adoption,,Dog,Neutered Male,chihuahua shorthair mix,Brown/White,36.0,No
A691066,Kia,2014-11-12 17:57:00,Transfer,Partner,Dog,Spayed Female,siberian husky mix,White/Black,24.0,No
A683706,Gloria,2014-09-01 14:45:00,Adoption,Foster,Cat,Spayed Female,domestic longhair mix,Black/White,2.0,No
A669767,,2014-01-01 19:48:00,Transfer,Partner,Dog,Intact Male,labrador retriever mix,Black/White,2.0,No
A699046,Letti,2015-03-24 17:21:00,Return_to_owner,,Dog,Spayed Female,labrador retriever mix,Chocolate,24.0,No
A688773,Chubs,2014-10-20 11:51:00,Transfer,Partner,Dog,Neutered Male,shih tzu mix,White/Brown,60.0,No
A700016,Bud,2015-04-12 13:26:00,Transfer,Partner,Dog,Intact Male,australian shepherd mix,Black/Tricolor,24.0,No
A691601,Louise,2014-11-20 16:20:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Tortie,2.0,No
A689680,Celia,2014-10-15 19:26:00,Adoption,,Dog,Spayed Female,pit bull mix,Black/White,24.0,No
A665004,Doogle,2013-10-15 19:21:00,Return_to_owner,,Dog,Neutered Male,skye terrier mix,Black/Gray,108.0,No
A707420,Duchess,2015-07-19 12:52:00,Transfer,Partner,Dog,Spayed Female,pug mix,Brown,36.0,No
A664285,,2013-10-02 11:03:00,Died,In Foster,Cat,Intact Male,domestic shorthair mix,Black,0.03333333333333333,No
A620613,Caesar,2014-06-29 13:27:00,Adoption,,Dog,Neutered Male,german shepherd mix,Brown/Tan,60.0,No
A706864,Daisy,2015-07-11 16:11:00,Adoption,,Dog,Spayed Female,australian kelpie mix,Black/White,24.0,No
A706453,,2015-07-03 13:34:00,Euthanasia,Suffering,Dog,Intact Male,treeing walker coonhound mix,Tricolor,84.0,No
A665446,Dexter,2013-10-25 15:13:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Black/White,24.0,No
A682078,,2014-06-24 10:55:00,Died,Enroute,Cat,Unknown,domestic medium hair mix,Black/White,12.0,No
A661386,Pinto,2013-11-10 18:46:00,Adoption,,Dog,Spayed Female,labrador retriever/great pyrenees,Black,12.0,No
A695418,,2015-01-16 09:00:00,Transfer,SCRP,Cat,Intact Male,domestic medium hair mix,Orange Tabby,4.0,No
A685438,Jasmine,2014-08-22 17:36:00,Adoption,,Dog,Spayed Female,dachshund mix,Black/Tan,36.0,No
A683023,,2014-07-07 09:00:00,Transfer,SCRP,Cat,Unknown,domestic shorthair mix,Orange Tabby/White,24.0,No
A668255,Peanut,2013-12-02 17:45:00,Return_to_owner,,Dog,Neutered Male,boston terrier mix,Brown Brindle/White,24.0,No
A687148,Midnight,2014-09-05 16:59:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Black,2.0,No
A693244,Dempsey,2014-12-05 11:23:00,Return_to_owner,,Dog,Neutered Male,boxer mix,Brown/White,36.0,No
A685751,Abby,2014-08-17 17:34:00,Adoption,,Dog,Spayed Female,collie smooth mix,Tricolor,4.0,No
